N,radius,distance,ratio,density,,id,circlecount,size (radius),time (ns),overlap (square units),nancount,Time,,Difference,Increase
2327,0.01944015823,0.03965114091,51.43991053,0.8794192629,,Packomania Equal (2327),2327,51.64827701,1040982852,1.19E-18,0,1s:40ms,,0.2083664797,0.41%
2328,0.01944127248,0.03965345865,51.43696233,0.8798980399,,Packomania Equal (2328),2328,51.64827701,1045833991,1.05E-18,0,1s:45ms,,0.2113146833,0.41%
2329,0.01944115932,0.03965322327,51.43726172,0.8802657556,,Packomania Equal (2329),2329,51.64827701,1051296926,1.19E-18,0,1s:51ms,,0.2110152894,0.41%
2330,0.01943817988,0.03964702577,51.44514591,0.88037381,,Packomania Equal (2330),2330,51.67518065,1037600129,1.05E-18,0,1s:37ms,,0.2300347373,0.45%
2331,0.01944083191,0.03965254222,51.438128,0.8809919982,,Packomania Equal (2331),2331,51.69994687,1018116008,1.05E-18,0,1s:18ms,,0.2618188686,0.51%
2332,0.01944034412,0.03965152757,51.43941867,0.8813257158,,Packomania Equal (2332),2332,51.71575708,1026688441,1.19E-18,0,1s:26ms,,0.2763384078,0.54%
2333,0.01943707463,0.03964472677,51.44807123,0.8814070968,,Packomania Equal (2333),2333,51.74909977,1023579022,1.19E-18,0,1s:23ms,,0.3010285357,0.59%
2334,0.01943990299,0.03965060999,51.44058592,0.8820415392,,Packomania Equal (2334),2334,51.76157218,1046248270,1.19E-18,0,1s:46ms,,0.3209862633,0.62%
2335,0.01944038272,0.03965160786,51.43931653,0.8824630012,,Packomania Equal (2335),2335,51.76157218,1009250914,1.05E-18,0,1s:9ms,,0.3222556510,0.63%
2336,0.01942379369,0.03961710179,51.48324864,0.8813348662,,Packomania Equal (2336),2336,51.76157218,1039492826,1.05E-18,0,1s:39ms,,0.2783235389,0.54%
2337,0.01941205839,0.03959269244,51.51437215,0.8806470615,,Packomania Equal (2337),2337,51.78125475,1064174875,1.05E-18,0,1s:64ms,,0.2668826072,0.52%
2338,0.01940783792,0.03958391404,51.52557456,0.8806408362,,Packomania Equal (2338),2338,51.79477532,1025640273,1.05E-18,0,1s:25ms,,0.2692007622,0.52%
2339,0.01940356776,0.03957503234,51.53691385,0.8806298554,,Packomania Equal (2339),2339,51.79937182,1067692339,1.20E-18,0,1s:67ms,,0.2624579706,0.51%
2340,0.01939539519,0.03955803409,51.55862978,0.8802643698,,Packomania Equal (2340),2340,51.80776282,1045606651,1.20E-18,0,1s:45ms,,0.2491330484,0.48%
2341,0.01939271697,0.03955246368,51.56575024,0.8803973611,,Packomania Equal (2341),2341,51.80776282,1009578951,1.05E-18,0,1s:9ms,,0.2420125821,0.47%
2342,0.01938551067,0.03953747549,51.58491912,0.8801189719,,Packomania Equal (2342),2342,51.83611317,1037707700,1.05E-18,0,1s:37ms,,0.2511940480,0.49%
2343,0.01938108196,0.03952826445,51.59670663,0.8800925096,,Packomania Equal (2343),2343,51.83611317,1068813399,1.21E-18,0,1s:68ms,,0.2394065377,0.46%
2344,0.01937742113,0.03952065055,51.60645441,0.8801355498,,Packomania Equal (2344),2344,51.83611317,1041797468,1.21E-18,0,1s:41ms,,0.2296587630,0.45%
2345,0.01937624773,0.03951821009,51.60957962,0.8804043991,,Packomania Equal (2345),2345,51.87100174,1033798729,1.05E-18,0,1s:33ms,,0.2614221222,0.51%
2346,0.01937582597,0.03951733291,51.61070302,0.8807414948,,Packomania Equal (2346),2346,51.87100174,1032648113,1.06E-18,0,1s:32ms,,0.2602987166,0.50%
2347,0.01937517401,0.03951597696,51.61243968,0.8810576228,,Packomania Equal (2347),2347,51.8793441,1043617325,1.21E-18,0,1s:43ms,,0.2669044268,0.52%
2348,0.01936955097,0.03950428215,51.62742293,0.8809214774,,Packomania Equal (2348),2348,51.88022804,1053921483,1.21E-18,0,1s:53ms,,0.2528051052,0.49%
2349,0.01936930151,0.03950376332,51.62808785,0.8812739565,,Packomania Equal (2349),2349,51.88022804,1055294393,1.06E-18,0,1s:55ms,,0.2521401850,0.49%
2350,0.01935981472,0.03948403301,51.65338689,0.8807857015,,Packomania Equal (2350),2350,51.88022804,1069330359,1.06E-18,0,1s:69ms,,0.2268411516,0.44%
2351,0.0193498838,0.03946337941,51.67989691,0.8802567253,,Packomania Equal (2351),2351,51.88022804,1059452884,1.21E-18,0,1s:59ms,,0.2003311305,0.39%
2352,0.01934742423,0.03945826425,51.68646678,0.8804072832,,Packomania Equal (2352),2352,51.8944655,1049402021,1.21E-18,0,1s:49ms,,0.2079987123,0.40%
2353,0.01933808133,0.03943883404,51.71143832,0.8799311495,,Packomania Equal (2353),2353,51.9033702,1028727817,1.21E-18,0,1s:28ms,,0.1919318799,0.37%
2354,0.01933165738,0.03942547453,51.72862213,0.8797203483,,Packomania Equal (2354),2354,51.91417126,1053119714,1.06E-18,0,1s:53ms,,0.1855491322,0.36%
2355,0.01934042269,0.03944370327,51.70517812,0.8808923418,,Packomania Equal (2355),2355,51.91417126,1036800064,1.06E-18,0,1s:36ms,,0.2089931475,0.40%
2356,0.01933545149,0.0394333649,51.71847166,0.8808134164,,Packomania Equal (2356),2356,51.93076258,1034018633,1.06E-18,0,1s:34ms,,0.2122909159,0.41%
2357,0.01933147871,0.03942510296,51.72910024,0.8808252051,,Packomania Equal (2357),2357,51.96312068,1046297502,1.21E-18,0,1s:46ms,,0.2340204453,0.45%
2358,0.01931464753,0.03939010097,51.77417805,0.8796651263,,Packomania Equal (2358),2358,51.96312068,1039991044,1.21E-18,0,1s:39ms,,0.1889426351,0.36%
2359,0.01931320195,0.03938709482,51.7780533,0.8799064566,,Packomania Equal (2359),2359,51.97784259,1039738193,1.06E-18,0,1s:39ms,,0.1997892927,0.39%
2360,0.01930937282,0.03937913197,51.78832112,0.8799304334,,Packomania Equal (2360),2360,51.97784259,1071588215,1.06E-18,0,1s:71ms,,0.1895214696,0.37%
2361,0.01930701499,0.0393742288,51.79464566,0.8800883143,,Packomania Equal (2361),2361,51.97784259,1077964567,1.21E-18,0,1s:77ms,,0.1831969309,0.35%
2362,0.01930631037,0.03937276352,51.79653601,0.8803968102,,Packomania Equal (2362),2362,51.98704095,1030995329,1.21E-18,0,1s:30ms,,0.1905049389,0.37%
2363,0.01930462335,0.03936925534,51.80106247,0.8806156243,,Packomania Equal (2363),2363,52.0010437,1055227250,1.21E-18,0,1s:55ms,,0.1999812316,0.39%
2364,0.01930599805,0.03937211407,51.79737392,0.8811137699,,Packomania Equal (2364),2364,52.0010437,1038744956,1.07E-18,0,1s:38ms,,0.2036697884,0.39%
2365,0.01929594575,0.03935121032,51.82435797,0.8805687806,,Packomania Equal (2365),2365,52.0010437,1034022497,1.07E-18,0,1s:34ms,,0.1766857353,0.34%
2366,0.01929504429,0.03934933575,51.8267792,0.8808588049,,Packomania Equal (2366),2366,52.0010437,1079768394,1.21E-18,0,1s:79ms,,0.1742645045,0.34%
2367,0.01929437506,0.03934794411,51.82857682,0.8811699755,,Packomania Equal (2367),2367,52.05295713,1074525341,1.07E-18,0,1s:74ms,,0.2243803126,0.43%
2368,0.01928732912,0.0393332924,51.84751055,0.880898521,,Packomania Equal (2368),2368,52.05295713,1041798037,1.07E-18,0,1s:41ms,,0.2054465890,0.40%
2369,0.01928443261,0.0393272693,51.855298,0.8810058493,,Packomania Equal (2369),2369,52.05295713,1081708032,1.22E-18,0,1s:81ms,,0.1976591293,0.38%
2370,0.01928188207,0.03932196564,51.86215725,0.8811446134,,Packomania Equal (2370),2370,52.05295713,1033104109,1.07E-18,0,1s:33ms,,0.1907998807,0.37%
2371,0.01928158199,0.03932134165,51.86296439,0.8814889666,,Packomania Equal (2371),2371,52.05295713,1034304209,1.07E-18,0,1s:34ms,,0.1899927407,0.37%
2372,0.01927520777,0.03930808709,51.88011521,0.8812777814,,Packomania Equal (2372),2372,52.12651574,1040812206,1.22E-18,0,1s:40ms,,0.2464005239,0.47%
2373,0.01927142859,0.03930022873,51.89028905,0.881303629,,Packomania Equal (2373),2373,52.12651574,1051004717,1.22E-18,0,1s:51ms,,0.2362266878,0.46%
2374,0.01926577146,0.03928846552,51.90552593,0.8811574611,,Packomania Equal (2374),2374,52.12651574,1056080201,1.07E-18,0,1s:56ms,,0.2209898097,0.43%
2375,0.01926205763,0.03928074321,51.91553359,0.8811888026,,Packomania Equal (2375),2375,52.14399695,1080022158,1.07E-18,0,1s:80ms,,0.2284633612,0.44%
2376,0.01926157141,0.03927973219,51.91684409,0.8815153248,,Packomania Equal (2376),2376,52.1759729,1027915119,1.07E-18,0,1s:27ms,,0.2591288077,0.50%
2377,0.01925765511,0.03927158892,51.92740209,0.8815277549,,Packomania Equal (2377),2377,52.1854815,1050771798,1.07E-18,0,1s:50ms,,0.2580794117,0.50%
2378,0.01925386821,0.03926371481,51.9376153,0.8815518066,,Packomania Equal (2378),2378,52.21774577,1058883418,1.23E-18,0,1s:58ms,,0.2801304697,0.54%
2379,0.01925024896,0.03925618934,51.94738011,0.8815909903,,Packomania Equal (2379),2379,52.21774577,1066654649,1.23E-18,0,1s:66ms,,0.2703656558,0.52%
2380,0.01924534015,0.03924598258,51.96063007,0.8815118195,,Packomania Equal (2380),2380,52.21774577,1077980087,1.08E-18,0,1s:77ms,,0.2571156998,0.49%
2381,0.01924459009,0.039244423,51.96265525,0.8818134634,,Packomania Equal (2381),2381,52.21795081,1070373024,1.08E-18,0,1s:70ms,,0.2552955571,0.49%
2382,0.01924404458,0.03924328876,51.96412821,0.882133806,,Packomania Equal (2382),2382,52.22972974,1081804880,1.23E-18,0,1s:81ms,,0.2656015255,0.51%
2383,0.01924374257,0.0392426608,51.96494374,0.8824764396,,Packomania Equal (2383),2383,52.28645435,1080231102,1.23E-18,0,1s:80ms,,0.3215106079,0.62%
2384,0.01922695051,0.03920774641,52.01032788,0.8813066918,,Packomania Equal (2384),2384,52.28645435,1080403120,1.08E-18,0,1s:80ms,,0.2761264689,0.53%
2385,0.01921878125,0.03919076116,52.03243572,0.8809273031,,Packomania Equal (2385),2385,52.28645435,1075841722,1.08E-18,0,1s:75ms,,0.2540186273,0.49%
2386,0.01920791618,0.03916817131,52.06186817,0.8803004888,,Packomania Equal (2386),2386,52.31633964,1092865962,1.23E-18,0,1s:92ms,,0.2544714694,0.49%
2387,0.01919716141,0.03914581127,52.09103465,0.8796835114,,Packomania Equal (2387),2387,52.31633964,1075900113,1.23E-18,0,1s:75ms,,0.2253049929,0.43%
2388,0.01919019764,0.0391313333,52.10993752,0.8794136808,,Packomania Equal (2388),2388,52.34993989,1060459122,1.23E-18,0,1s:60ms,,0.2400023672,0.46%
2389,0.01918652741,0.03912370282,52.11990573,0.8794454506,,Packomania Equal (2389),2389,52.34993989,1119318571,1.23E-18,0,1s:119ms,,0.2300341548,0.44%
2390,0.01918199156,0.03911427276,52.13223023,0.8793976322,,Packomania Equal (2390),2390,52.34993989,1107830074,1.23E-18,0,1s:107ms,,0.2177096631,0.42%
2391,0.0191681146,0.03908542308,52.16997189,0.8784931323,,Packomania Equal (2391),2391,52.37230213,1113326913,1.09E-18,0,1s:113ms,,0.2023302409,0.39%
2392,0.01917038351,0.03909014,52.16379731,0.8790686208,,Packomania Equal (2392),2392,52.37230213,1100606630,1.09E-18,0,1s:100ms,,0.2085048134,0.40%
2393,0.01917104429,0.03909151372,52.16199937,0.8794967512,,Packomania Equal (2393),2393,52.39595662,1111598537,1.23E-18,0,1s:111ms,,0.2339572481,0.45%
2394,0.01916063397,0.03906987144,52.19033993,0.8789089661,,Packomania Equal (2394),2394,52.41130798,1081942451,1.23E-18,0,1s:81ms,,0.2209680426,0.42%
2395,0.01916058769,0.03906977524,52.19046597,0.8792718492,,Packomania Equal (2395),2395,52.41130798,1075226952,1.09E-18,0,1s:75ms,,0.2208420041,0.42%
2396,0.01915464088,0.03905741247,52.2066692,0.8790930402,,Packomania Equal (2396),2396,52.41130798,1088585949,1.09E-18,0,1s:88ms,,0.2046387751,0.39%
2397,0.01914621119,0.03903988832,52.22965475,0.8786860344,,Packomania Equal (2397),2397,52.441261,1054342799,1.10E-18,0,1s:54ms,,0.2116062493,0.41%
2398,0.01914440692,0.03903613754,52.23457714,0.8788869425,,Packomania Equal (2398),2398,52.45739933,1071951208,1.24E-18,0,1s:71ms,,0.2228221907,0.43%
2399,0.01914246085,0.03903209199,52.23988744,0.8790747038,,Packomania Equal (2399),2399,52.45739933,1095436948,1.24E-18,0,1s:95ms,,0.2175118905,0.42%
2400,0.01913692826,0.03902059077,52.25499026,0.878932856,,Packomania Equal (2400),2400,52.45739933,1069358478,1.10E-18,0,1s:69ms,,0.2024090677,0.39%
2401,0.01913428808,0.03901510237,52.2622005,0.8790564738,,Packomania Equal (2401),2401,52.53655665,1088934303,1.10E-18,0,1s:88ms,,0.2743561545,0.52%
2402,0.01913045082,0.03900712555,52.27268344,0.8790699053,,Packomania Equal (2402),2402,52.53655665,1110266523,1.24E-18,0,1s:110ms,,0.2638732110,0.50%
2403,0.01912814136,0.03900232469,52.27899467,0.8792235577,,Packomania Equal (2403),2403,52.53655665,1109078750,1.24E-18,0,1s:109ms,,0.2575619838,0.49%
2404,0.0191283049,0.03900266467,52.27854769,0.8796044845,,Packomania Equal (2404),2404,52.5459918,1069594996,1.10E-18,0,1s:69ms,,0.2674441111,0.51%
2405,0.01912520914,0.03899622933,52.28700991,0.8796855676,,Packomania Equal (2405),2405,52.56290027,1099508954,1.24E-18,0,1s:99ms,,0.2758903569,0.53%
2406,0.01912157788,0.03898868085,52.29693943,0.8797171857,,Packomania Equal (2406),2406,52.56290027,1102909814,1.10E-18,0,1s:102ms,,0.2659608415,0.51%
2407,0.01912612203,0.03899812699,52.28451427,0.8805011648,,Packomania Equal (2407),2407,52.56290027,1100283493,1.10E-18,0,1s:100ms,,0.2783859969,0.53%
2408,0.01910949365,0.03896356122,52.33001034,0.8793359757,,Packomania Equal (2408),2408,52.56290027,1112193125,1.25E-18,0,1s:112ms,,0.2328899305,0.45%
2409,0.01910064955,0.03894517729,52.35424048,0.8788870654,,Packomania Equal (2409),2409,52.59262817,1102280018,1.10E-18,0,1s:102ms,,0.2383876967,0.46%
2410,0.01909419461,0.03893175982,52.37193924,0.8786577256,,Packomania Equal (2410),2410,52.6008868,1123681344,1.10E-18,0,1s:123ms,,0.2289475615,0.44%
2411,0.01909128642,0.03892571481,52.3799171,0.8787545705,,Packomania Equal (2411),2411,52.6008868,1071315875,1.25E-18,0,1s:71ms,,0.2209696975,0.42%
2412,0.01910490574,0.03895402445,52.34257701,0.8803737851,,Packomania Equal (2412),2412,52.6008868,1101272316,1.25E-18,0,1s:101ms,,0.2583097880,0.49%
2413,0.01907799458,0.03889808665,52.41641074,0.8782593136,,Packomania Equal (2413),2413,52.6008868,1082944774,1.11E-18,0,1s:82ms,,0.1844760579,0.35%
2414,0.01906932613,0.03888006897,52.44023797,0.8778250261,,Packomania Equal (2414),2414,52.62373084,1102515781,1.11E-18,0,1s:102ms,,0.1834928624,0.35%
2415,0.01908485824,0.03891235323,52.39755975,0.8796198311,,Packomania Equal (2415),2415,52.6315579,1094431896,1.25E-18,0,1s:94ms,,0.2339981561,0.45%
2416,0.01906168818,0.0388641935,52.46125058,0.8778486623,,Packomania Equal (2416),2416,52.6315579,1081613970,1.11E-18,0,1s:81ms,,0.1703073275,0.32%
2417,0.01905939682,0.03885943096,52.46755757,0.8780008875,,Packomania Equal (2417),2417,52.65855378,1079299306,1.11E-18,0,1s:79ms,,0.1909962084,0.36%
2418,0.01907766183,0.03889739501,52.41732498,0.8800484634,,Packomania Equal (2418),2418,52.65855378,1116010347,1.27E-18,0,1s:116ms,,0.2412288033,0.46%
2419,0.01905291511,0.03884595898,52.48540679,0.8781298359,,Packomania Equal (2419),2419,52.6799215,1081382925,1.27E-18,0,1s:81ms,,0.1945147159,0.37%
2420,0.01903663267,0.03881211735,52.53029869,0.8769919874,,Packomania Equal (2420),2420,52.6799215,1125712443,1.11E-18,0,1s:125ms,,0.1496228101,0.28%
2421,0.01906421653,0.03886944865,52.45429301,0.8798987762,,Packomania Equal (2421),2421,52.6799215,1080740348,1.11E-18,0,1s:80ms,,0.2256284931,0.43%
2422,0.01906031001,0.038861329,52.46504382,0.8799015017,,Packomania Equal (2422),2422,52.70609859,1098659692,1.11E-18,0,1s:98ms,,0.2410547686,0.46%
2423,0.01902870176,0.03879563406,52.55219262,0.8773476817,,Packomania Equal (2423),2423,52.70609859,1085506395,1.27E-18,0,1s:85ms,,0.1539059756,0.29%
2424,0.01902125358,0.03878015431,52.57277054,0.8770228049,,Packomania Equal (2424),2424,52.71546931,1081905610,1.12E-18,0,1s:81ms,,0.1426987728,0.27%
2425,0.01901848658,0.03877440363,52.58041937,0.8771293667,,Packomania Equal (2425),2425,52.71980064,1111869947,1.27E-18,0,1s:111ms,,0.1393812606,0.27%
2426,0.01904147384,0.03882217919,52.5169432,0.8796135633,,Packomania Equal (2426),2426,52.71980064,1125109757,1.27E-18,0,1s:125ms,,0.2028574404,0.39%
2427,0.01901343469,0.03876390434,52.59439004,0.8773864657,,Packomania Equal (2427),2427,52.71980064,1108567854,1.12E-18,0,1s:108ms,,0.1254105982,0.24%
2428,0.0190087267,0.03875411987,52.60741637,0.8773133448,,Packomania Equal (2428),2428,52.71980064,1114253441,1.28E-18,0,1s:114ms,,0.1123842641,0.21%
2429,0.01900299498,0.03874220793,52.62328393,0.877145464,,Packomania Equal (2429),2429,52.71980064,1093288539,1.12E-18,0,1s:93ms,,0.0965167103,0.18%
2430,0.01899862637,0.03873312899,52.63538429,0.8771031637,,Packomania Equal (2430),2430,52.71980064,1099201956,1.13E-18,0,1s:99ms,,0.0844163479,0.16%
2431,0.01900283846,0.03874188266,52.62371735,0.877853231,,Packomania Equal (2431),2431,52.7260824,1126546654,1.28E-18,0,1s:126ms,,0.1023650490,0.19%
2432,0.01900855504,0.03875376312,52.60789144,0.8787428005,,Packomania Equal (2432),2432,52.7260824,1133813123,1.28E-18,0,1s:133ms,,0.1181909523,0.22%
2433,0.01898250048,0.03869961645,52.68009875,0.8766958447,,Packomania Equal (2433),2433,52.75865707,1122657640,1.13E-18,0,1s:122ms,,0.0785583139,0.15%
2434,0.01897033785,0.03867434101,52.71387405,0.8759326297,,Packomania Equal (2434),2434,52.75989282,1088493269,1.28E-18,0,1s:88ms,,0.0460187711,0.09%
2435,0.01896738263,0.03866819979,52.72208716,0.876019505,,Packomania Equal (2435),2435,52.75989282,1106542942,1.28E-18,0,1s:106ms,,0.0378056661,0.07%
2436,0.01896401404,0.03866119961,52.7314522,0.8760680063,,Packomania Equal (2436),2436,52.75989282,1111524664,1.13E-18,0,1s:111ms,,0.0284406203,0.05%
2437,0.01897994168,0.0386942989,52.68720088,0.8779004598,,Packomania Equal (2437),2437,52.82854643,1097011171,1.13E-18,0,1s:97ms,,0.1413455462,0.27%
2438,0.01895117327,0.03863451594,52.76718153,0.8756003086,,Packomania Equal (2438),2438,52.83218434,1103357759,1.28E-18,0,1s:103ms,,0.0650028144,0.12%
2439,0.01895231341,0.03863688517,52.76400715,0.8760648574,,Packomania Equal (2439),2439,52.83218434,1132121953,1.29E-18,0,1s:132ms,,0.0681771948,0.13%
2440,0.01898315665,0.03870098006,52.67827783,0.8792789767,,Packomania Equal (2440),2440,52.83646867,1129244337,1.13E-18,0,1s:129ms,,0.1581908382,0.30%
2441,0.01893919798,0.03860963142,52.8005463,0.8755701507,,Packomania Equal (2441),2441,52.83646867,1106604898,1.13E-18,0,1s:106ms,,0.0359223687,0.07%
2442,0.01893747743,0.03860605618,52.80534346,0.8757697018,,Packomania Equal (2442),2442,52.86327133,1095269069,1.13E-18,0,1s:95ms,,0.0579278779,0.11%
2443,0.01893512435,0.03860116658,52.81190562,0.8759106158,,Packomania Equal (2443),2443,52.86327133,1115572132,1.29E-18,0,1s:115ms,,0.0513657088,0.10%
2444,0.0189394563,0.03861016819,52.79982615,0.8766701441,,Packomania Equal (2444),2444,52.87517901,1111377781,1.29E-18,0,1s:111ms,,0.0753528616,0.14%
2445,0.01893124147,0.0385930982,52.82273757,0.8762682042,,Packomania Equal (2445),2445,52.87537809,1147656163,1.14E-18,0,1s:147ms,,0.0526405200,0.10%
2446,0.01892810456,0.03858657993,52.83149177,0.8763361055,,Packomania Equal (2446),2446,52.89359499,1090458965,1.14E-18,0,1s:90ms,,0.0621032176,0.12%
2447,0.01892927996,0.03858902232,52.82821123,0.8768032644,,Packomania Equal (2447),2447,52.89359499,1129307168,1.30E-18,0,1s:129ms,,0.0653837593,0.12%
2448,0.01892893767,0.03858831108,52.8291665,0.8771298602,,Packomania Equal (2448),2448,52.89359499,1139836070,1.30E-18,0,1s:139ms,,0.0644284871,0.12%
2449,0.01893993986,0.03861117301,52.79847811,0.8785085172,,Packomania Equal (2449),2449,52.89914389,1121517844,1.16E-18,0,1s:121ms,,0.1006657824,0.19%
2450,0.01892361465,0.03857725031,52.84402682,0.8773528187,,Packomania Equal (2450),2450,52.93371804,1114587676,1.16E-18,0,1s:114ms,,0.0896912141,0.17%
2451,0.01891690087,0.03856329986,52.86278163,0.8770882387,,Packomania Equal (2451),2451,52.95257745,1143555218,1.16E-18,0,1s:143ms,,0.0897958128,0.17%
2452,0.01892065704,0.03857110471,52.85228722,0.877794576,,Packomania Equal (2452),2452,52.95257745,1142818614,1.32E-18,0,1s:142ms,,0.1002902286,0.19%
2453,0.01891855485,0.03856673661,52.85816005,0.8779574429,,Packomania Equal (2453),2453,52.95257745,1141928281,1.32E-18,0,1s:141ms,,0.0944173947,0.18%
2454,0.01891994612,0.03856962751,52.85427314,0.8784445421,,Packomania Equal (2454),2454,52.95257745,1120785758,1.32E-18,0,1s:120ms,,0.0983043029,0.19%
2455,0.01891710817,0.0385637306,52.86220236,0.8785388893,,Packomania Equal (2455),2455,52.95257745,1109898281,1.16E-18,0,1s:109ms,,0.0903750858,0.17%
2456,0.01890439159,0.03853730754,52.89776161,0.877715509,,Packomania Equal (2456),2456,52.99153809,1145460552,1.16E-18,0,1s:145ms,,0.0937764811,0.18%
2457,0.01891240696,0.03855396215,52.87534273,0.87881764,,Packomania Equal (2457),2457,53.00137739,1132756897,1.16E-18,0,1s:132ms,,0.1260346647,0.24%
2458,0.01890776487,0.03854431661,52.8883243,0.8787437806,,Packomania Equal (2458),2458,53.00137739,1137257470,1.32E-18,0,1s:137ms,,0.1130530967,0.21%
2459,0.01890120503,0.03853068646,52.90667968,0.8784914011,,Packomania Equal (2459),2459,53.00137739,1136929295,1.32E-18,0,1s:136ms,,0.0946977086,0.18%
2460,0.01889763317,0.03852326487,52.91667961,0.8785165271,,Packomania Equal (2460),2460,53.03417664,1126480499,1.32E-18,0,1s:126ms,,0.1174970242,0.22%
2461,0.01889689446,0.03852172998,52.91874822,0.8788049382,,Packomania Equal (2461),2461,53.0485602,1139596730,1.16E-18,0,1s:139ms,,0.1298119827,0.25%
2462,0.01889747922,0.038522945,52.9171107,0.8792164431,,Packomania Equal (2462),2462,53.05930203,1118672758,1.32E-18,0,1s:118ms,,0.1421913283,0.27%
2463,0.0188929924,0.03851362237,52.92967779,0.8791559333,,Packomania Equal (2463),2463,53.08659456,1123290775,1.16E-18,0,1s:123ms,,0.1569167765,0.30%
2464,0.01888488159,0.03849677013,52.95241037,0.878757887,,Packomania Equal (2464),2464,53.08659456,1165839554,1.17E-18,0,1s:165ms,,0.1341841926,0.25%
2465,0.01888089986,0.03848849719,52.96357733,0.8787438557,,Packomania Equal (2465),2465,53.08659456,1133730804,1.32E-18,0,1s:133ms,,0.1230172298,0.23%
2466,0.01887935177,0.0384852807,52.9679203,0.878956191,,Packomania Equal (2466),2466,53.08659456,1126352197,1.32E-18,0,1s:126ms,,0.1186742662,0.22%
2467,0.01887885786,0.03848425449,52.96930605,0.8792666133,,Packomania Equal (2467),2467,53.12490696,1104031816,1.17E-18,0,1s:104ms,,0.1556009094,0.29%
2468,0.01887694499,0.03848028012,52.97467362,0.879444781,,Packomania Equal (2468),2468,53.12490696,1143036920,1.17E-18,0,1s:143ms,,0.1502333418,0.28%
2469,0.0188679615,0.03846161528,52.99989614,0.8789639291,,Packomania Equal (2469),2469,53.12490696,1131256413,1.32E-18,0,1s:131ms,,0.1250108268,0.24%
2470,0.01886498228,0.03845542549,53.00826606,0.8790422647,,Packomania Equal (2470),2470,53.12490696,1163142055,1.17E-18,0,1s:163ms,,0.1166409077,0.22%
2471,0.01886416863,0.03845373501,53.01055241,0.8793222968,,Packomania Equal (2471),2471,53.1632358,1139571942,1.17E-18,0,1s:139ms,,0.1526833920,0.29%
2472,0.01886060545,0.038446332,53.02056727,0.8793458665,,Packomania Equal (2472),2472,53.1632358,1151733608,1.32E-18,0,1s:151ms,,0.1426685258,0.27%
2473,0.01886055546,0.03844622814,53.0207078,0.8796969256,,Packomania Equal (2473),2473,53.16875073,1139026104,1.33E-18,0,1s:139ms,,0.1480429247,0.28%
2474,0.01886132451,0.03844782593,53.01854595,0.8801244167,,Packomania Equal (2474),2474,53.20153254,1153254369,1.17E-18,0,1s:153ms,,0.1829865953,0.35%
2475,0.01885708916,0.03843902646,53.03045405,0.8800847834,,Packomania Equal (2475),2475,53.20153254,1112778101,1.34E-18,0,1s:112ms,,0.1710784981,0.32%
2476,0.01885549506,0.03843571455,53.03493738,0.8802915227,,Packomania Equal (2476),2476,53.20153254,1155404651,1.35E-18,0,1s:155ms,,0.1665951650,0.31%
2477,0.01885489498,0.03843446782,53.03662529,0.8805909995,,Packomania Equal (2477),2477,53.20153254,1136506480,1.35E-18,0,1s:136ms,,0.1649072574,0.31%
2478,0.0188546301,0.03843391749,53.03737039,0.8809217546,,Packomania Equal (2478),2478,53.20153254,1158019171,1.18E-18,0,1s:158ms,,0.1641621554,0.31%
2479,0.01885983112,0.03844472323,53.02274413,0.8817635171,,Packomania Equal (2479),2479,53.20660002,1157855449,1.18E-18,0,1s:157ms,,0.1838558888,0.35%
2480,0.01884386361,0.03841154922,53.06767341,0.8806261658,,Packomania Equal (2480),2480,53.25567649,1155152086,1.35E-18,0,1s:155ms,,0.1880030816,0.35%
2481,0.01883286861,0.03838870669,53.09865538,0.8799534882,,Packomania Equal (2481),2481,53.25567649,1163520345,1.35E-18,0,1s:163ms,,0.1570211111,0.30%
2482,0.01883308155,0.03838914907,53.098055,0.8803280723,,Packomania Equal (2482),2482,53.25567649,1154389552,1.18E-18,0,1s:154ms,,0.1576214843,0.30%
2483,0.01883121528,0.03838527188,53.10331729,0.880508223,,Packomania Equal (2483),2483,53.27257489,1166101342,1.18E-18,0,1s:166ms,,0.1692576029,0.32%
2484,0.01882455332,0.03837143169,53.12211043,0.8802396979,,Packomania Equal (2484),2484,53.31444025,1147073677,1.35E-18,0,1s:147ms,,0.1923298200,0.36%
2485,0.01882432265,0.03837095249,53.12276136,0.8805724814,,Packomania Equal (2485),2485,53.32642981,1163155664,1.35E-18,0,1s:163ms,,0.2036684505,0.38%
2486,0.01881944926,0.03836082819,53.13651776,0.880470773,,Packomania Equal (2486),2486,53.33269542,1143081792,1.35E-18,0,1s:143ms,,0.1961776575,0.37%
2487,0.01881771177,0.03835721863,53.141424,0.8806623093,,Packomania Equal (2487),2487,53.37369555,1163932833,1.35E-18,0,1s:163ms,,0.2322715459,0.44%
2488,0.01881704945,0.0383558427,53.14329446,0.8809543992,,Packomania Equal (2488),2488,53.37369555,1136896325,1.35E-18,0,1s:136ms,,0.2304010851,0.43%
2489,0.01881594499,0.03835354822,53.14641389,0.8812050266,,Packomania Equal (2489),2489,53.37369555,1170814752,1.19E-18,0,1s:170ms,,0.2272816508,0.43%
2490,0.01881592604,0.03835350886,53.14646741,0.8815572911,,Packomania Equal (2490),2490,53.38689328,1126440358,1.19E-18,0,1s:126ms,,0.2404258739,0.45%
